Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,484607,-,-,-,39.73,-104.98,0,1607,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2015,1,1,0,30,-8.4,1.3800000000000001,0.023,0.62,0,0,0,0,0,-18.5,0,0,0,0,0.289,44.14,98.53,0.89,0.8,828,0.4,114,0.7000000000000001
2015,1,1,1,30,-9.3,1.3800000000000001,0.023,0.62,0,0,0,0,0,-19.1,0,0,0,0,0.292,44.72,109.45,0.89,0.8,828,0.4,177,0.5
2015,1,1,2,30,-10,1.3800000000000001,0.022,0.62,0,0,0,0,0,-19.700000000000003,0,0,0,0,0.295,45.1,120.79,0.88,0.8,828,0.4,229,0.8
2015,1,1,3,30,-10.5,1.3900000000000001,0.021,0.62,0,0,0,0,0,-19.6,0,0,0,0,0.297,47.08,132.31,0.88,0.8,828,0.30000000000000004,251,1.1
2015,1,1,4,30,-10.700000000000001,1.4000000000000001,0.02,0.62,0,0,0,0,0,-19.200000000000003,0,0,0,0,0.298,49.68,143.66,0.87,0.8,827,0.30000000000000004,258,1.2000000000000002
2015,1,1,5,30,-10.8,1.4000000000000001,0.019,0.62,0,0,0,0,0,-18.900000000000002,0,0,0,0,0.3,51.47,154.16,0.87,0.8,827,0.30000000000000004,257,1.2000000000000002
2015,1,1,6,30,-10.9,1.4000000000000001,0.019,0.62,0,0,0,0,0,-18.6,0,0,0,0,0.302,53.03,161.87,0.87,0.8,826,0.30000000000000004,250,1.3
2015,1,1,7,30,-10.9,1.4000000000000001,0.018000000000000002,0.62,0,0,0,0,0,-18.2,0,0,0,0,0.302,54.88,162.35,0.87,0.8,825,0.30000000000000004,242,1.3
2015,1,1,8,30,-10.8,1.4000000000000001,0.017,0.62,0,0,0,0,0,-17.7,0,0,0,0,0.302,56.89,155.18,0.87,0.8,824,0.30000000000000004,238,1.3
2015,1,1,9,30,-10.700000000000001,1.3900000000000001,0.017,0.62,0,0,0,0,0,-17.1,0,0,0,0,0.3,59.120000000000005,144.84,0.87,0.8,824,0.4,242,1.2000000000000002
