Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2009,1,1,0,30,10.4,1.06,0.034,0.67,25,388,56,0,1,8.5,25,388,0,56,0.298,88.04,85.4,0.92,0.13,1024,1.4000000000000001,286,1.8,0.0000,0.0000
2009,1,1,1,30,9.3,1.04,0.037,0.67,0,0,0,0,3,8.5,0,0,0,0,0.298,94.69,95.93,0.93,0.13,1024,1.4000000000000001,277,1.8,0.0000,0.0000
2009,1,1,2,30,8.700000000000001,1.02,0.04,0.67,0,0,0,0,3,8.700000000000001,0,0,0,0,0.3,100,107.02,0.93,0.13,1025,1.4000000000000001,277,1.9000000000000001,0.0000,0.0000
2009,1,1,3,30,8.6,1.01,0.042,0.67,0,0,0,0,4,8.6,0,0,0,0,0.301,100,118.60000000000001,0.93,0.13,1025,1.4000000000000001,285,2,0.0000,0.0000
2009,1,1,4,30,8.700000000000001,1,0.041,0.67,0,0,0,0,3,8.700000000000001,0,0,0,0,0.302,100,130.41,0.93,0.13,1025,1.4000000000000001,295,2,0.0000,0.0000
2009,1,1,5,30,8.9,0.98,0.04,0.67,0,0,0,0,3,8.9,0,0,0,0,0.302,100,142.19,0.93,0.13,1025,1.4000000000000001,307,1.9000000000000001,0.0000,0.0000
2009,1,1,6,30,9,0.99,0.046,0.67,0,0,0,0,4,8.9,0,0,0,0,0.301,99.25,153.42000000000002,0.9400000000000001,0.13,1024,1.4000000000000001,322,1.8,0.0000,0.0000
2009,1,1,7,30,9,1,0.05,0.67,0,0,0,0,7,8.8,0,0,0,0,0.299,98.35000000000001,162.55,0.9400000000000001,0.13,1024,1.4000000000000001,340,1.7000000000000002,0.0000,0.0000
2009,1,1,8,30,8.9,1,0.049,0.67,0,0,0,1,1,8.6,0,0,1,0,0.297,98.14,164.78,0.9400000000000001,0.13,1024,1.4000000000000001,180,1.8,0.0000,0.0000
2009,1,1,9,30,8.6,1.02,0.053,0.67,0,0,0,1,1,8.5,0,0,1,0,0.295,99.16,157.89000000000001,0.9400000000000001,0.13,1024,1.4000000000000001,15,1.9000000000000001,0.0000,0.0000
2009,1,1,10,30,8.3,1.02,0.055,0.67,0,0,0,1,3,8.3,0,0,1,0,0.295,100,147.27,0.9400000000000001,0.13,1024,1.4000000000000001,25,1.9000000000000001,0.0000,0.0000
2009,1,1,11,30,8,1.02,0.053,0.67,0,0,0,0,3,8,0,0,0,0,0.294,100,135.64000000000001,0.9400000000000001,0.13,1024,1.4000000000000001,33,1.8,0.0000,0.0000
2009,1,1,12,30,7.800000000000001,1.03,0.057,0.67,0,0,0,0,3,7.800000000000001,0,0,0,0,0.294,100,123.79,0.9400000000000001,0.13,1024,1.5,35,1.8,0.0000,0.0000
