Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2023,1,1,0,30,11.200000000000001,1.25,0.036000000000000004,0.67,26,369,55,7,7,9,17,0,100,17,0.306,86.17,85.47,0.92,0.12,1003,1.8,343,6.2,0.0000,0.0000
2023,1,1,1,30,10.8,1.22,0.032,0.67,0,0,0,0,6,8.1,0,0,0,0,0.313,83.67,95.99000000000001,0.92,0.12,1004,1.6,332,6,0.0000,0.0000
2023,1,1,2,30,10.8,1.12,0.032,0.67,0,0,0,0,6,8,0,0,0,0,0.317,82.86,107.08,0.93,0.12,1005,1.5,322,5.7,0.0000,0.0000
2023,1,1,3,30,11,0.96,0.036000000000000004,0.67,0,0,0,0,6,8.700000000000001,0,0,0,0,0.32,85.93,118.66,0.9400000000000001,0.12,1006,1.5,317,5.300000000000001,0.0000,0.0000
2023,1,1,4,30,11.100000000000001,0.8300000000000001,0.04,0.67,0,0,0,0,7,9.200000000000001,0,0,0,0,0.322,88.02,130.47,0.9400000000000001,0.12,1006,1.5,318,5.1000000000000005,0.0000,0.0000
2023,1,1,5,30,10.9,0.81,0.039,0.67,0,0,0,0,0,9.1,0,0,0,0,0.325,88.37,142.24,0.93,0.12,1006,1.4000000000000001,318,5,0.0000,0.0000
2023,1,1,6,30,10.600000000000001,0.8200000000000001,0.035,0.67,0,0,0,0,4,8.8,0,0,0,0,0.329,88.71000000000001,153.47,0.92,0.12,1006,1.2000000000000002,318,5,0.0000,0.0000
2023,1,1,7,30,10.3,0.8200000000000001,0.033,0.67,0,0,0,0,0,8.700000000000001,0,0,0,0,0.331,89.57000000000001,162.59,0.92,0.12,1007,1.1,320,4.9,0.0000,0.0000
2023,1,1,8,30,10,0.87,0.03,0.67,0,0,0,0,0,8.4,0,0,0,0,0.331,89.62,164.79,0.91,0.12,1007,1,322,4.7,0.0000,0.0000
2023,1,1,9,30,9.700000000000001,0.93,0.027,0.67,0,0,0,0,0,8,0,0,0,0,0.326,89.3,157.88,0.9,0.12,1007,1,323,4.6000000000000005,0.0000,0.0000
2023,1,1,10,30,9.5,0.98,0.024,0.67,0,0,0,0,0,7.7,0,0,0,0,0.321,88.67,147.25,0.89,0.12,1008,1,322,4.6000000000000005,0.0000,0.0000
2023,1,1,11,30,9.3,0.99,0.022,0.67,0,0,0,0,0,7.5,0,0,0,0,0.317,88.41,135.61,0.9,0.12,1008,1,321,4.800000000000001,0.0000,0.0000
2023,1,1,12,30,9.1,0.97,0.021,0.67,0,0,0,0,0,7.4,0,0,0,0,0.314,88.97,123.77,0.9,0.12,1009,0.9,320,4.800000000000001,0.0000,0.0000
2023,1,1,13,30,8.8,0.91,0.021,0.67,0,0,0,0,0,7.4,0,0,0,0,0.312,90.65,112.06,0.9,0.12,1009,0.8,321,4.6000000000000005,0.0000,0.0000
2023,1,1,14,30,8.5,0.9,0.02,0.67,0,0,0,0,0,7.2,0,0,0,0,0.31,91.52,100.72,0.9,0.12,1010,0.7000000000000001,323,4.3,0.0000,0.0000
2023,1,1,15,30,9.1,0.9500000000000001,0.017,0.67,10,135,11,0,0,6.9,10,135,0,11,0.308,86.11,89.52,0.89,0.12,1011,0.7000000000000001,323,4.4,0.0000,0.0000
2023,1,1,16,30,10.4,0.99,0.016,0.67,35,670,150,0,0,7.4,35,670,0,150,0.307,81.41,80.14,0.88,0.12,1012,0.6000000000000001,323,4.5,0.0000,0.0000
2023,1,1,17,30,11.700000000000001,1.05,0.015,0.67,48,837,309,0,0,7.6000000000000005,48,837,0,309,0.305,76.12,71.8,0.89,0.12,1012,0.6000000000000001,329,4.7,15.5607,12.0209
