Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060499,-,-,-,25.77,-80.18,0,7,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2023,1,1,0,30,24,0.9500000000000001,0.055,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.23700000000000002,90.57000000000001,113.93,0.9500000000000001,0.08,1018,3.3000000000000003,172,2.9000000000000004,0.0000,0.0000
2023,1,1,1,30,23.900000000000002,0.97,0.052000000000000005,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.23700000000000002,91.16,127.10000000000001,0.9500000000000001,0.08,1018,3.3000000000000003,170,3,0.0000,0.0000
2023,1,1,2,30,23.8,0.98,0.048,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.23700000000000002,91.9,140.47,0.9500000000000001,0.08,1018,3.3000000000000003,169,3,0.0000,0.0000
2023,1,1,3,30,23.6,0.98,0.045,0.67,0,0,0,0,0,22.5,0,0,0,0,0.23700000000000002,93.34,153.95000000000002,0.9500000000000001,0.08,1018,3.2,167,3,0.0000,0.0000
2023,1,1,4,30,23.5,0.97,0.044,0.67,0,0,0,0,0,22.5,0,0,0,0,0.23700000000000002,94.15,167.4,0.9500000000000001,0.08,1018,3.2,166,3,0.0000,0.0000
2023,1,1,5,30,23.5,0.96,0.043000000000000003,0.67,0,0,0,0,0,22.5,0,0,0,0,0.23600000000000002,94.15,176.95000000000002,0.9500000000000001,0.08,1017,3.2,165,3,0.0000,0.0000
2023,1,1,6,30,23.400000000000002,0.9500000000000001,0.041,0.67,0,0,0,0,0,22.5,0,0,0,0,0.23500000000000001,94.61,164.75,0.9500000000000001,0.08,1017,3.1,166,2.9000000000000004,0.0000,0.0000
2023,1,1,7,30,23.400000000000002,0.93,0.041,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.234,94.24,151.27,0.9500000000000001,0.08,1017,3.1,168,2.7,0.0000,0.0000
2023,1,1,8,30,23.400000000000002,0.92,0.042,0.67,0,0,0,0,0,22.3,0,0,0,0,0.233,93.74,137.8,0.9500000000000001,0.08,1017,3.1,172,2.4000000000000004,0.0000,0.0000
2023,1,1,9,30,23.400000000000002,0.9,0.042,0.67,0,0,0,0,0,22.200000000000003,0,0,0,0,0.232,93.17,124.46000000000001,0.9500000000000001,0.08,1017,3.1,181,2.1,0.0000,0.0000
2023,1,1,10,30,23.400000000000002,0.88,0.043000000000000003,0.67,0,0,0,0,0,22.1,0,0,0,0,0.232,92.7,111.34,0.9500000000000001,0.08,1018,3.2,193,1.7000000000000002,0.0000,0.0000
2023,1,1,11,30,23.5,0.87,0.043000000000000003,0.67,0,0,0,0,0,22,0,0,0,0,0.231,91.47,98.56,0.9500000000000001,0.08,1018,3.2,210,1.2000000000000002,0.0000,0.0000
2023,1,1,12,30,23.900000000000002,0.87,0.043000000000000003,0.67,26,274,45,0,0,21.900000000000002,26,274,0,45,0.232,88.8,86.09,0.9500000000000001,0.08,1019,3.3000000000000003,229,0.9,0.0000,0.0000
2023,1,1,13,30,24.400000000000002,0.89,0.043000000000000003,0.67,55,649,226,0,0,22,55,649,0,226,0.232,86.37,74.71000000000001,0.9500000000000001,0.08,1020,3.3000000000000003,248,0.6000000000000001,11.0797,8.5191
2023,1,1,14,30,24.900000000000002,0.92,0.045,0.67,73,777,408,0,0,21.700000000000003,73,777,0,408,0.233,82.49,64.43,0.9500000000000001,0.08,1020,3.4000000000000004,262,0.5,21.8529,17.0176
2023,1,1,15,30,25.400000000000002,0.98,0.07100000000000001,0.67,88,831,552,0,0,21.6,95,805,0,545,0.234,79.39,56.03,0.9500000000000001,0.08,1020,3.4000000000000004,269,0.5,30.6910,24.0171
2023,1,1,16,30,25.8,1.02,0.07200000000000001,0.67,93,864,643,0,0,21.5,101,836,0,633,0.23500000000000001,77.41,50.47,0.9500000000000001,0.08,1019,3.4000000000000004,290,0.4,36.5049,28.6228
2023,1,1,17,30,26,1.06,0.073,0.67,92,878,671,0,0,21.400000000000002,92,878,0,671,0.23500000000000001,75.71000000000001,48.74,0.96,0.08,1018,3.5,180,0.5,38.9386,30.5457
2023,1,1,18,30,26.200000000000003,1.03,0.062,0.67,88,868,631,0,0,21.3,88,868,0,631,0.23600000000000002,74.51,51.25,0.96,0.08,1018,3.6,59,0.8,36.2813,28.4408
2023,1,1,19,30,26.200000000000003,1.06,0.064,0.67,83,825,527,0,0,21.3,83,825,0,527,0.23600000000000002,74.51,57.43,0.96,0.08,1017,3.6,75,1.1,29.4694,23.0468
2023,1,1,20,30,26,1.08,0.068,0.67,76,730,370,0,0,21.5,76,730,0,370,0.23700000000000002,76.24,66.26,0.96,0.08,1018,3.7,86,1.4000000000000001,19.5470,15.1981
2023,1,1,21,30,25.5,1.09,0.078,0.67,58,539,181,0,0,21.8,58,539,0,181,0.23700000000000002,80.04,76.8,0.97,0.08,1018,3.7,92,1.7000000000000002,8.7245,6.6826
2023,1,1,22,30,24.8,1.1,0.082,0.67,15,99,18,0,0,22.1,15,99,0,18,0.23700000000000002,85.06,88.24,0.97,0.08,1018,3.7,100,2.1,0.0000,0.0000
2023,1,1,23,30,24.400000000000002,1.12,0.079,0.67,0,0,0,0,0,22.200000000000003,0,0,0,0,0.23700000000000002,87.45,100.94,0.96,0.08,1019,3.7,107,2.6,0.0000,0.0000
2023,1,2,0,30,24.1,1.12,0.076,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.23700000000000002,90.18,113.8,0.96,0.08,1019,3.7,112,2.9000000000000004,0.0000,0.0000
2023,1,2,1,30,24,1.12,0.07100000000000001,0.67,0,0,0,0,0,22.6,0,0,0,0,0.23600000000000002,91.8,126.97,0.96,0.08,1019,3.6,115,3.1,0.0000,0.0000
2023,1,2,2,30,23.900000000000002,1.1,0.065,0.67,0,0,0,0,0,22.700000000000003,0,0,0,0,0.23600000000000002,93.19,140.34,0.96,0.08,1019,3.5,119,3.2,0.0000,0.0000
2023,1,2,3,30,23.8,1.1,0.06,0.67,0,0,0,0,0,22.8,0,0,0,0,0.23600000000000002,94.01,153.82,0.9500000000000001,0.08,1019,3.5,120,3.2,0.0000,0.0000
2023,1,2,4,30,23.700000000000003,1.1,0.057,0.67,0,0,0,0,0,22.700000000000003,0,0,0,0,0.23600000000000002,94.25,167.28,0.9500000000000001,0.08,1019,3.4000000000000004,119,3,0.0000,0.0000
2023,1,2,5,30,23.700000000000003,1.1,0.056,0.67,0,0,0,0,0,22.6,0,0,0,0,0.23600000000000002,93.77,176.91,0.9500000000000001,0.08,1019,3.4000000000000004,115,2.7,0.0000,0.0000
2023,1,2,6,30,23.8,1.1,0.057,0.67,0,0,0,0,0,22.5,0,0,0,0,0.23600000000000002,92.57000000000001,164.84,0.9500000000000001,0.08,1019,3.3000000000000003,108,2.4000000000000004,0.0000,0.0000
2023,1,2,7,30,23.8,1.11,0.057,0.67,0,0,0,0,0,22.400000000000002,0,0,0,0,0.23600000000000002,91.99,151.36,0.9500000000000001,0.08,1019,3.3000000000000003,101,2.3000000000000003,0.0000,0.0000
2023,1,2,8,30,23.700000000000003,1.12,0.056,0.67,0,0,0,0,0,22.3,0,0,0,0,0.23600000000000002,91.94,137.89000000000001,0.9500000000000001,0.08,1019,3.3000000000000003,98,2.3000000000000003,0.0000,0.0000
