Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1060499,-,-,-,25.77,-80.18,0,7,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2013,1,1,0,30,21.3,0.55,0.084,0.67,0,0,0,0,1,17.3,0,0,0,0,0.25,77.78,113.88,0.97,0.11,1023,1.8,112,5.4,0.0000,0.0000
2013,1,1,1,30,21.3,0.53,0.095,0.67,0,0,0,0,3,17.400000000000002,0,0,0,0,0.249,78.31,127.05,0.97,0.11,1023,1.8,114,5.4,0.0000,0.0000
2013,1,1,2,30,21.400000000000002,0.48,0.11,0.67,0,0,0,0,3,17.400000000000002,0,0,0,0,0.249,78.14,140.41,0.98,0.11,1023,1.8,117,5.300000000000001,0.0000,0.0000
2013,1,1,3,30,21.400000000000002,0.46,0.13,0.67,0,0,0,0,3,17.5,0,0,0,0,0.249,78.57000000000001,153.89000000000001,0.98,0.11,1023,1.9000000000000001,119,5.1000000000000005,0.0000,0.0000
2013,1,1,4,30,21.5,0.44,0.146,0.67,0,0,0,0,3,17.6,0,0,0,0,0.249,78.44,167.35,0.98,0.11,1022,1.9000000000000001,121,4.800000000000001,0.0000,0.0000
2013,1,1,5,30,21.400000000000002,0.41000000000000003,0.151,0.67,0,0,0,0,3,17.6,0,0,0,0,0.249,79.19,176.92000000000002,0.98,0.11,1022,1.9000000000000001,123,4.5,0.0000,0.0000
2013,1,1,6,30,21.400000000000002,0.43,0.162,0.67,0,0,0,0,3,17.7,0,0,0,0,0.249,79.3,164.79,0.98,0.11,1022,1.9000000000000001,124,4.2,0.0000,0.0000
2013,1,1,7,30,21.400000000000002,0.44,0.161,0.67,0,0,0,0,3,17.6,0,0,0,0,0.249,79.14,151.31,0.98,0.11,1021,1.9000000000000001,125,4.1000000000000005,0.0000,0.0000
2013,1,1,8,30,21.400000000000002,0.45,0.14400000000000002,0.67,0,0,0,0,3,17.6,0,0,0,0,0.25,78.93,137.84,0.98,0.11,1021,1.9000000000000001,126,4.1000000000000005,0.0000,0.0000
2013,1,1,9,30,21.400000000000002,0.47000000000000003,0.13,0.67,0,0,0,0,3,17.5,0,0,0,0,0.25,78.61,124.5,0.98,0.11,1021,1.9000000000000001,127,4.3,0.0000,0.0000
2013,1,1,10,30,21.400000000000002,0.5,0.112,0.67,0,0,0,0,3,17.5,0,0,0,0,0.25,78.38,111.38,0.98,0.11,1021,1.9000000000000001,129,4.6000000000000005,0.0000,0.0000
2013,1,1,11,30,21.6,0.51,0.093,0.67,0,0,0,0,1,17.5,0,0,0,0,0.249,77.34,98.59,0.97,0.11,1021,1.9000000000000001,132,5,0.0000,0.0000
2013,1,1,12,30,22.1,0.51,0.082,0.67,28,200,41,0,1,17.6,28,200,0,41,0.249,75.48,86.11,0.97,0.11,1021,1.9000000000000001,134,5.300000000000001,0.0000,0.0000
2013,1,1,13,30,22.700000000000003,0.51,0.078,0.67,66,610,227,0,1,17.8,66,610,0,227,0.249,73.98,74.73,0.97,0.11,1021,1.9000000000000001,137,5.4,11.1267,8.5550
2013,1,1,14,30,23,0.48,0.082,0.67,87,765,417,0,3,17.900000000000002,191,14,0,197,0.25,73.06,64.44,0.97,0.11,1021,1.9000000000000001,140,5.4,10.5508,8.2162
2013,1,1,15,30,23.3,0.47000000000000003,0.091,0.67,103,829,566,7,2,18.1,316,205,7,430,0.25,72.4,56.03,0.98,0.11,1021,2,145,5.2,24.2149,18.9493
2013,1,1,16,30,23.5,0.45,0.095,0.67,111,862,660,7,2,18.2,327,353,7,552,0.25,72.12,50.45,0.98,0.11,1020,2,150,5,31.8360,24.9622
2013,1,1,17,30,23.6,0.43,0.095,0.67,113,872,688,0,3,18.3,321,30,0,341,0.25,72.07000000000001,48.71,0.98,0.11,1019,2,156,4.800000000000001,19.7905,15.5250
