Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,DNI,DHI,GHI,Clearsky GHI,Solar Zenith Angle,Relative Humidity,Wind Direction,Wind Speed
2014,1,1,0,30,12.3,27,326,326,27,53,53,85.43,65.2,308,1.4000000000000001
2014,1,1,1,30,11.200000000000001,0,0,0,0,0,0,95.96000000000001,66.42,305,1.6
2014,1,1,2,30,10.600000000000001,0,0,0,0,0,0,107.06,68.8,306,1.7000000000000002
2014,1,1,3,30,10.100000000000001,0,0,0,0,0,0,118.63,71.38,310,1.8
2014,1,1,4,30,10,0,0,0,0,0,0,130.44,72.19,315,1.7000000000000002
2014,1,1,5,30,10,0,0,0,0,0,0,142.22,72.17,320,1.6
2014,1,1,6,30,9.9,0,0,0,0,0,0,153.45000000000002,72.2,324,1.4000000000000001
2014,1,1,7,30,9.9,0,0,0,0,0,0,162.57,71.46000000000001,326,1.2000000000000002
2014,1,1,8,30,9.700000000000001,0,0,0,0,0,0,164.79,72.15,324,1.1
2014,1,1,9,30,9.4,0,0,0,0,0,0,157.88,73.79,321,1.1
2014,1,1,10,30,8.9,0,0,0,0,0,0,147.25,76.97,327,1.3
2014,1,1,11,30,8.5,0,0,0,0,0,0,135.62,79.36,346,1.5
2014,1,1,12,30,7.9,0,0,0,0,0,0,123.78,81.62,193,1.7000000000000002
2014,1,1,13,30,7.5,0,0,0,0,0,0,112.06,81.27,34,1.9000000000000001
2014,1,1,14,30,7.2,0,0,0,0,0,0,100.72,79.09,46,1.9000000000000001
2014,1,1,15,30,7.800000000000001,0,0,0,0,0,0,89.51,73.19,51,1.7000000000000002
2014,1,1,16,30,9.3,41,587,587,41,141,141,80.13,67.68,49,1.7000000000000002
2014,1,1,17,30,11.100000000000001,56,768,768,56,296,296,71.79,57.22,46,1.6
2014,1,1,18,30,13,68,839,839,68,417,417,65.37,50.68,43,1.4000000000000001
2014,1,1,19,30,14.8,72,870,870,72,487,487,61.550000000000004,47.550000000000004,41,1.3
2014,1,1,20,30,15.8,74,874,308,250,400,500,60.82,44.43,40,1.4000000000000001
2014,1,1,21,30,16.2,73,844,373,196,364,453,63.300000000000004,42.6,37,1.3
2014,1,1,22,30,15.9,66,785,142,190,242,352,68.63,44.77,33,1.2000000000000002
2014,1,1,23,30,15,53,658,51,116,128,210,76.19,54.480000000000004,189,1
2014,1,2,0,30,13.9,27,352,1,34,34,55,85.3,55.46,332,1
2014,1,2,1,30,13,0,0,0,0,0,0,95.82000000000001,55.32,314,1.2000000000000002
2014,1,2,2,30,12.4,0,0,0,0,0,0,106.92,58.64,315,1.3
2014,1,2,3,30,11.9,0,0,0,0,0,0,118.49000000000001,61.59,319,1.4000000000000001
2014,1,2,4,30,11.600000000000001,0,0,0,0,0,0,130.31,63.120000000000005,323,1.3
2014,1,2,5,30,11.5,0,0,0,0,0,0,142.08,63.38,332,1.2000000000000002
2014,1,2,6,30,11.600000000000001,0,0,0,0,0,0,153.31,61.83,183,1
2014,1,2,7,30,11.200000000000001,0,0,0,0,0,0,162.44,62.11,49,1.1
2014,1,2,8,30,10.5,0,0,0,0,0,0,164.73,64.6,74,1.3
2014,1,2,9,30,9.8,0,0,0,0,0,0,157.89000000000001,66.1,78,1.6
2014,1,2,10,30,9.1,0,0,0,0,0,0,147.29,66.98,73,1.9000000000000001
2014,1,2,11,30,8.5,0,0,0,0,0,0,135.67000000000002,67.85,65,2.1
2014,1,2,12,30,8,0,0,0,0,0,0,123.83,69.83,59,2.3000000000000003
2014,1,2,13,30,7.5,0,0,0,0,0,0,112.11,72.75,55,2.4000000000000004
2014,1,2,14,30,7.2,0,0,0,0,0,0,100.75,75.14,54,2.5
2014,1,2,15,30,8.1,0,0,0,0,0,0,89.52,71.33,54,2.6
2014,1,2,16,30,9.9,42,562,562,42,138,138,80.14,65.35,53,2.7
2014,1,2,17,30,11.9,58,744,744,58,291,291,71.77,55.96,50,2.6
2014,1,2,18,30,14,66,828,828,66,412,412,65.33,50.64,48,2.3000000000000003
2014,1,2,19,30,15.700000000000001,71,865,865,71,484,484,61.47,47.11,49,2
2014,1,2,20,30,16.8,72,870,656,150,471,497,60.72,44.22,47,1.8
2014,1,2,21,30,17.5,69,851,851,69,453,453,63.18,41.46,43,1.6
2014,1,2,22,30,17.3,61,795,357,171,302,353,68.5,41.71,36,1.3
2014,1,2,23,30,15.9,49,673,673,49,212,212,76.06,51.34,24,1.1
2014,1,3,0,30,14.3,26,378,378,26,57,57,85.17,59.69,9,1.2000000000000002
2014,1,3,1,30,13.5,0,0,0,0,0,0,95.68,58.63,176,1.2000000000000002
2014,1,3,2,30,13.100000000000001,0,0,0,0,0,0,106.78,60.39,349,1.2000000000000002
2014,1,3,3,30,12.9,0,0,0,0,0,0,118.35000000000001,61.050000000000004,347,1.2000000000000002
2014,1,3,4,30,12.8,0,0,0,0,0,0,130.17000000000002,60.660000000000004,347,1.1
2014,1,3,5,30,12.8,0,0,0,0,0,0,141.94,59.11,344,0.9
2014,1,3,6,30,12.8,0,0,0,0,0,0,153.17000000000002,58.120000000000005,343,0.8
2014,1,3,7,30,12.700000000000001,0,0,0,0,0,0,162.31,58.13,177,0.7000000000000001
2014,1,3,8,30,12.4,0,0,0,0,0,0,164.66,59.050000000000004,18,0.7000000000000001
2014,1,3,9,30,11.9,0,0,0,0,0,0,157.9,60.910000000000004,25,0.8
2014,1,3,10,30,11.5,0,0,0,0,0,0,147.32,61.550000000000004,25,0.9
2014,1,3,11,30,11.100000000000001,0,0,0,0,0,0,135.71,63.31,29,1
