Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,DNI,DHI,GHI,Clearsky GHI,Solar Zenith Angle,Relative Humidity,Wind Direction,Wind Speed
2017,1,1,0,30,9.200000000000001,26,364,364,26,55,55,85.4,73.95,308,2
2017,1,1,1,30,8.1,0,0,0,0,0,0,95.92,78.01,294,2.7
2017,1,1,2,30,7.6000000000000005,0,0,0,0,0,0,107.02,83.84,289,3
2017,1,1,3,30,7.4,0,0,0,0,0,0,118.59,88.91,282,3.1
2017,1,1,4,30,7.5,0,0,0,0,0,0,130.41,92.96000000000001,274,3.2
2017,1,1,5,30,7.800000000000001,0,0,0,0,0,0,142.18,95.63,271,3.3000000000000003
2017,1,1,6,30,8.200000000000001,0,0,0,0,0,0,153.41,96.95,273,3.4000000000000004
2017,1,1,7,30,8.4,0,0,0,0,0,0,162.54,97.56,276,3.4000000000000004
2017,1,1,8,30,8.3,0,0,0,0,0,0,164.77,98.02,279,3.3000000000000003
2017,1,1,9,30,8,0,0,0,0,0,0,157.89000000000001,97.95,279,3.3000000000000003
2017,1,1,10,30,7.9,0,0,0,0,0,0,147.26,96.29,280,3.6
2017,1,1,11,30,7.6000000000000005,0,0,0,0,0,0,135.63,95.74000000000001,283,3.7
2017,1,1,12,30,7.4,0,0,0,0,0,0,123.79,93.81,287,3.7
2017,1,1,13,30,7.2,0,0,0,0,0,0,112.08,93.35000000000001,289,3.7
2017,1,1,14,30,7.1000000000000005,0,0,0,0,0,0,100.73,92.96000000000001,291,3.7
2017,1,1,15,30,7.7,0,0,0,0,0,0,89.52,89,292,3.7
2017,1,1,16,30,8.700000000000001,46,563,563,46,142,142,80.13,85.77,295,4.2
2017,1,1,17,30,9.5,62,770,770,62,303,303,71.78,80.39,297,4.6000000000000005
2017,1,1,18,30,10.3,71,856,856,71,428,428,65.36,72.52,295,5
2017,1,1,19,30,10.9,75,903,903,75,505,505,61.53,65.74,295,5.2
2017,1,1,20,30,11.200000000000001,74,907,907,74,517,517,60.79,61.660000000000004,295,5.300000000000001
2017,1,1,21,30,11.100000000000001,75,874,874,75,468,468,63.27,60.78,294,5.300000000000001
2017,1,1,22,30,10.700000000000001,67,811,811,67,363,363,68.59,62.620000000000005,291,5.1000000000000005
2017,1,1,23,30,9.700000000000001,54,678,678,54,216,216,76.16,68.33,288,4.6000000000000005
2017,1,2,0,30,8.4,28,351,351,28,57,57,85.26,77.29,285,3.8000000000000003
2017,1,2,1,30,7.5,0,0,0,0,0,0,95.78,82.74,284,3.3000000000000003
2017,1,2,2,30,7.2,0,0,0,0,0,0,106.88,84.87,283,3.1
2017,1,2,3,30,6.800000000000001,0,0,0,0,0,0,118.45,86.81,281,3
2017,1,2,4,30,6.6000000000000005,0,0,0,0,0,0,130.27,87.24,279,3
2017,1,2,5,30,6.4,0,0,0,0,0,0,142.05,87.23,276,2.8000000000000003
2017,1,2,6,30,6.300000000000001,0,0,0,0,0,0,153.27,86.86,274,2.6
2017,1,2,7,30,6.4,0,0,0,0,0,0,162.41,85.31,273,2.5
2017,1,2,8,30,6.6000000000000005,0,0,0,0,0,0,164.71,84.09,274,2.4000000000000004
2017,1,2,9,30,6.800000000000001,0,0,0,0,0,0,157.9,82.83,274,2.2
2017,1,2,10,30,6.800000000000001,0,0,0,0,0,0,147.3,82.32000000000001,271,2
2017,1,2,11,30,6.800000000000001,0,0,0,0,0,0,135.68,81.49,267,2
2017,1,2,12,30,6.7,0,0,0,0,0,0,123.84,81.45,264,1.9000000000000001
2017,1,2,13,30,6.6000000000000005,0,0,0,0,0,0,112.12,81.08,260,1.8
2017,1,2,14,30,6.6000000000000005,0,0,0,0,0,0,100.76,80.09,253,1.7000000000000002
2017,1,2,15,30,7.1000000000000005,0,0,0,0,0,0,89.53,77.23,245,1.6
2017,1,2,16,30,8.1,55,450,1,57,57,132,80.14,77.39,234,1.6
2017,1,2,17,30,8.8,75,674,20,127,133,286,71.76,76.48,224,2.1
2017,1,2,18,30,9.3,84,780,308,215,344,410,65.32000000000001,72.83,222,2.7
2017,1,2,19,30,9.5,88,827,298,252,394,483,61.45,72.36,224,3.2
2017,1,2,20,30,9.600000000000001,88,837,101,241,291,498,60.69,71.96000000000001,225,3.5
2017,1,2,21,30,9.600000000000001,83,821,57,211,237,453,63.15,72.38,224,3.5
