Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,DNI,DHI,GHI,Clearsky GHI,Solar Zenith Angle,Relative Humidity,Wind Direction,Wind Speed
2022,1,1,0,30,8.9,28,367,367,28,57,57,85.43,83.22,323,3.5
2022,1,1,1,30,7.9,0,0,0,0,0,0,95.95,86.82000000000001,325,3.5
2022,1,1,2,30,7.5,0,0,0,0,0,0,107.05,90.38,327,3.6
2022,1,1,3,30,7,0,0,0,0,0,0,118.62,93.91,328,3.5
2022,1,1,4,30,6.5,0,0,0,0,0,0,130.44,97,329,3.4000000000000004
2022,1,1,5,30,6.1000000000000005,0,0,0,0,0,0,142.21,98.7,334,3.3000000000000003
2022,1,1,6,30,5.7,0,0,0,0,0,0,153.44,99.78,340,3.2
2022,1,1,7,30,5.300000000000001,0,0,0,0,0,0,162.56,100,349,2.9000000000000004
2022,1,1,8,30,4.9,0,0,0,0,0,0,164.78,100,178,2.7
2022,1,1,9,30,4.7,0,0,0,0,0,0,157.88,98.69,7,2.6
2022,1,1,10,30,4.4,0,0,0,0,0,0,147.25,97,14,2.5
2022,1,1,11,30,4.2,0,0,0,0,0,0,135.62,94.27,15,2.4000000000000004
2022,1,1,12,30,4.1000000000000005,0,0,0,0,0,0,123.78,90.47,11,2.4000000000000004
2022,1,1,13,30,4.1000000000000005,0,0,0,0,0,0,112.07000000000001,86.62,5,2.3000000000000003
2022,1,1,14,30,4.2,0,0,0,0,0,0,100.73,80.75,2,2.3000000000000003
2022,1,1,15,30,5.300000000000001,10,137,19,6,6,11,89.51,72.32000000000001,3,2
2022,1,1,16,30,7.2,35,662,662,35,148,148,80.14,69.27,7,2
2022,1,1,17,30,8.700000000000001,47,825,825,47,305,305,71.8,60.32,9,2.2
2022,1,1,18,30,9.8,56,895,895,56,429,429,65.38,53.76,11,2.1
2022,1,1,19,30,10.600000000000001,59,927,927,59,501,501,61.550000000000004,50.57,17,2
2022,1,1,20,30,11.100000000000001,61,932,932,61,515,515,60.83,48.52,25,1.8
2022,1,1,21,30,11.3,59,907,907,59,467,467,63.300000000000004,48.81,35,1.6
2022,1,1,22,30,11.200000000000001,55,848,848,55,364,364,68.63,50.43,52,1.4000000000000001
2022,1,1,23,30,10.200000000000001,45,729,729,45,219,219,76.19,58.14,81,1.2000000000000002
2022,1,2,0,30,8.9,25,434,355,29,58,61,85.3,66.24,107,1.2000000000000002
2022,1,2,1,30,8.1,0,0,0,0,0,0,95.82000000000001,63.24,119,1.3
