Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,DNI,DHI,GHI,Clearsky GHI,Solar Zenith Angle,Relative Humidity,Wind Direction,Wind Speed
2016,1,1,0,30,7.5,24,439,439,24,59,59,85.49,68.62,36,2.6
2016,1,1,1,30,6.300000000000001,0,0,0,0,0,0,96.02,70.96000000000001,32,2.7
2016,1,1,2,30,5.7,0,0,0,0,0,0,107.12,72.35000000000001,27,2.7
2016,1,1,3,30,5.300000000000001,0,0,0,0,0,0,118.7,72.5,20,2.6
2016,1,1,4,30,4.9,0,0,0,0,0,0,130.51,73.17,14,2.6
2016,1,1,5,30,4.6000000000000005,0,0,0,0,0,0,142.29,74.43,16,2.6
2016,1,1,6,30,4.1000000000000005,0,0,0,0,0,0,153.52,76.93,22,2.6
2016,1,1,7,30,3.7,0,0,0,0,0,0,162.63,78.24,29,2.5
2016,1,1,8,30,3.2,0,0,0,0,0,0,164.81,79.85000000000001,34,2.5
2016,1,1,9,30,2.9000000000000004,0,0,0,0,0,0,157.87,80.68,37,2.6
2016,1,1,10,30,2.5,0,0,0,0,0,0,147.23,81.92,37,2.7
2016,1,1,11,30,2.3000000000000003,0,0,0,0,0,0,135.59,81.73,36,2.8000000000000003
2016,1,1,12,30,2.1,0,0,0,0,0,0,123.75,81.60000000000001,37,2.8000000000000003
2016,1,1,13,30,1.9000000000000001,0,0,0,0,0,0,112.04,81.2,37,2.8000000000000003
2016,1,1,14,30,1.9000000000000001,0,0,0,0,0,0,100.7,80.11,36,2.8000000000000003
2016,1,1,15,30,2.7,0,0,0,0,0,0,89.49,75.55,36,2.9000000000000004
2016,1,1,16,30,4.5,44,587,587,44,145,145,80.12,68.65,37,3
2016,1,1,17,30,6.4,62,771,771,62,303,303,71.79,60.54,43,3.1
2016,1,1,18,30,8.1,71,859,859,71,428,428,65.39,55.92,52,3.1
2016,1,1,19,30,9.1,75,896,896,75,501,501,61.58,54.82,59,2.9000000000000004
2016,1,1,20,30,9.700000000000001,76,901,901,76,515,515,60.86,54.01,61,2.6
2016,1,1,21,30,10,72,884,884,72,468,468,63.35,53.08,63,2.3000000000000003
2016,1,1,22,30,10,65,827,827,65,365,365,68.69,52.620000000000005,65,2.1
2016,1,1,23,30,8.9,52,701,701,52,218,218,76.26,57.32,63,1.9000000000000001
2016,1,2,0,30,7.300000000000001,27,384,384,27,58,58,85.36,68.72,58,1.9000000000000001
2016,1,2,1,30,6.4,0,0,0,0,0,0,95.89,69.87,54,2.2
2016,1,2,2,30,6,0,0,0,0,0,0,106.99000000000001,73.09,53,2.4000000000000004
2016,1,2,3,30,5.6000000000000005,0,0,0,0,0,0,118.56,75.94,54,2.4000000000000004
2016,1,2,4,30,5.2,0,0,0,0,0,0,130.37,78.38,56,2.4000000000000004
2016,1,2,5,30,4.9,0,0,0,0,0,0,142.15,79.98,59,2.3000000000000003
2016,1,2,6,30,4.7,0,0,0,0,0,0,153.38,80.88,62,2.3000000000000003
2016,1,2,7,30,4.7,0,0,0,0,0,0,162.51,81.01,65,2.2
2016,1,2,8,30,4.800000000000001,0,0,0,0,0,0,164.76,80.59,68,2.1
2016,1,2,9,30,4.800000000000001,0,0,0,0,0,0,157.89000000000001,80.60000000000001,67,2.1
2016,1,2,10,30,4.800000000000001,0,0,0,0,0,0,147.27,80.84,61,2.1
2016,1,2,11,30,4.7,0,0,0,0,0,0,135.64000000000001,81.44,54,2.2
2016,1,2,12,30,4.5,0,0,0,0,0,0,123.8,82.63,51,2.4000000000000004
2016,1,2,13,30,4.3,0,0,0,0,0,0,112.09,82.72,52,2.7
2016,1,2,14,30,4.1000000000000005,0,0,0,0,0,0,100.74000000000001,82.49,55,2.9000000000000004
2016,1,2,15,30,4.7,0,0,0,0,0,0,89.51,78.19,56,3.1
2016,1,2,16,30,5.9,46,534,0,30,30,137,80.13,72.55,57,3.3000000000000003
2016,1,2,17,30,7.300000000000001,64,723,2,115,116,290,71.78,66.59,62,3.2
2016,1,2,18,30,8.8,70,821,222,224,317,413,65.35,63.51,70,3.2
2016,1,2,19,30,10.3,73,864,128,278,339,485,61.51,63.02,85,3.2
2016,1,2,20,30,11.4,73,872,85,282,323,499,60.77,64.9,102,3
2016,1,2,21,30,12.200000000000001,74,840,59,194,221,452,63.24,66.42,114,2.9000000000000004
2016,1,2,22,30,12.4,67,778,0,53,53,352,68.56,67.68,112,2.5
2016,1,2,23,30,11.5,53,651,0,42,42,210,76.12,74.77,97,2.2
2016,1,3,0,30,10,27,349,0,13,13,56,85.23,81.23,88,2.3000000000000003
