Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,447515,-,-,-,31.77,-106.5,0,1264,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2020,1,1,0,30,5.300000000000001,1.12,0.032,0.61,0,0,0,0,0,-6.4,0,0,0,0,0.323,42.730000000000004,94.2,0.92,0.2,883,0.7000000000000001,32,1.4000000000000001,0.0000,0.0000
2020,1,1,1,30,4,1.1300000000000001,0.032,0.61,0,0,0,0,0,-6.800000000000001,0,0,0,0,0.326,45.32,106.09,0.92,0.2,884,0.8,26,1.6,0.0000,0.0000
2020,1,1,2,30,3.2,1.1400000000000001,0.032,0.61,0,0,0,0,0,-7.2,0,0,0,0,0.328,46.47,118.45,0.92,0.2,884,0.8,25,1.6,0.0000,0.0000
2020,1,1,3,30,2.7,1.1500000000000001,0.033,0.61,0,0,0,0,4,-7.5,0,0,0,0,0.329,46.96,131.08,0.92,0.2,884,0.8,25,1.6,0.0000,0.0000
2020,1,1,4,30,2.4000000000000004,1.16,0.035,0.61,0,0,0,0,4,-7.7,0,0,0,0,0.331,47.29,143.82,0.92,0.2,884,0.8,23,1.4000000000000001,0.0000,0.0000
2020,1,1,5,30,2.3000000000000003,1.16,0.038,0.61,0,0,0,0,0,-7.800000000000001,0,0,0,0,0.334,47.2,156.38,0.92,0.2,884,0.9,14,1.3,0.0000,0.0000
2020,1,1,6,30,2.2,1.16,0.041,0.61,0,0,0,0,4,-7.800000000000001,0,0,0,0,0.336,47.44,167.68,0.92,0.2,884,0.9,179,1.2000000000000002,0.0000,0.0000
2020,1,1,7,30,1.8,1.17,0.042,0.61,0,0,0,0,4,-7.800000000000001,0,0,0,0,0.337,49.11,170.14000000000001,0.91,0.2,884,0.9,344,1.2000000000000002,0.0000,0.0000
2020,1,1,8,30,1.1,1.17,0.041,0.61,0,0,0,0,0,-7.7,0,0,0,0,0.336,52,160.12,0.91,0.2,884,0.9,337,1.2000000000000002,0.0000,0.0000
2020,1,1,9,30,0.2,1.18,0.04,0.61,0,0,0,0,0,-7.6000000000000005,0,0,0,0,0.337,55.76,147.73,0.91,0.2,883,0.9,337,1.2000000000000002,0.0000,0.0000
