Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,137337,-,-,-,37.77,-122.42,0,32,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,DNI,DHI,GHI,Clearsky GHI,Solar Zenith Angle,Relative Humidity,Wind Direction,Wind Speed
2020,1,1,0,30,13.600000000000001,27,356,322,27,52,55,85.5,75.32000000000001,280,1.1
2020,1,1,1,30,12.9,0,0,0,0,0,0,96.02,77.15,237,0.8
2020,1,1,2,30,12.3,0,0,0,0,0,0,107.11,81.63,212,0.7000000000000001
2020,1,1,3,30,11.700000000000001,0,0,0,0,0,0,118.69,85.91,233,0.9
2020,1,1,4,30,10.9,0,0,0,0,0,0,130.5,91.69,258,1.4000000000000001
2020,1,1,5,30,10,0,0,0,0,0,0,142.28,98.39,278,2
2020,1,1,6,30,9.5,0,0,0,0,0,0,153.5,100,294,2.4000000000000004
2020,1,1,7,30,9.4,0,0,0,0,0,0,162.62,100,307,2.5
2020,1,1,8,30,9.5,0,0,0,0,0,0,164.81,100,314,2.3000000000000003
2020,1,1,9,30,9.4,0,0,0,0,0,0,157.88,100,315,2.2
2020,1,1,10,30,9.1,0,0,0,0,0,0,147.24,100,319,2.1
2020,1,1,11,30,8.9,0,0,0,0,0,0,135.6,100,324,2.2
2020,1,1,12,30,8.8,0,0,0,0,0,0,123.76,100,323,2.2
2020,1,1,13,30,8.9,0,0,0,0,0,0,112.05,100,320,2.2
2020,1,1,14,30,9,0,0,0,0,0,0,100.71000000000001,100,312,2.1
2020,1,1,15,30,9.600000000000001,8,89,0,2,2,9,89.51,96.15,295,2.1
2020,1,1,16,30,10.9,39,552,1,41,41,134,80.14,90.69,284,2.4000000000000004
2020,1,1,17,30,12.3,54,730,245,127,204,282,71.8,86.19,287,2.9000000000000004
2020,1,1,18,30,13.700000000000001,66,808,660,96,371,402,65.4,82.96000000000001,301,3.1
2020,1,1,19,30,15,71,848,232,224,334,474,61.59,80.67,312,3.2
2020,1,1,20,30,15.700000000000001,72,854,242,214,332,488,60.870000000000005,79.61,313,3.2
2020,1,1,21,30,15.9,70,832,154,183,252,443,63.36,79.34,309,3.3000000000000003
2020,1,1,22,30,15.700000000000001,62,776,0,57,57,344,68.7,80.47,306,3.3000000000000003
2020,1,1,23,30,14.5,51,654,7,73,75,206,76.26,87.85000000000001,299,3
2020,1,2,0,30,12.8,28,349,0,21,21,56,85.36,97.28,293,2.9000000000000004
2020,1,2,1,30,11.700000000000001,0,0,0,0,0,0,95.88,100,295,3.2
2020,1,2,2,30,11.3,0,0,0,0,0,0,106.98,100,301,3.3000000000000003
2020,1,2,3,30,11,0,0,0,0,0,0,118.55,100,305,3.2
2020,1,2,4,30,10.700000000000001,0,0,0,0,0,0,130.36,100,305,3.1
2020,1,2,5,30,10.600000000000001,0,0,0,0,0,0,142.14000000000001,100,303,3.1
2020,1,2,6,30,10.3,0,0,0,0,0,0,153.37,100,305,3.3000000000000003
2020,1,2,7,30,9.9,0,0,0,0,0,0,162.49,100,311,3.3000000000000003
2020,1,2,8,30,9.4,0,0,0,0,0,0,164.75,100,317,3.2
2020,1,2,9,30,9.1,0,0,0,0,0,0,157.89000000000001,100,323,3.2
2020,1,2,10,30,8.9,0,0,0,0,0,0,147.28,100,329,3.1
2020,1,2,11,30,8.6,0,0,0,0,0,0,135.65,100,328,2.9000000000000004
2020,1,2,12,30,8.3,0,0,0,0,0,0,123.81,100,324,2.8000000000000003
2020,1,2,13,30,8.200000000000001,0,0,0,0,0,0,112.10000000000001,100,319,2.8000000000000003
2020,1,2,14,30,8.200000000000001,0,0,0,0,0,0,100.75,100,316,2.7
2020,1,2,15,30,9.200000000000001,9,109,1,6,6,10,89.53,96.52,315,2.8000000000000003
2020,1,2,16,30,10.9,39,609,297,69,120,143,80.15,88.94,315,2.9000000000000004
2020,1,2,17,30,12.4,53,784,524,98,262,298,71.79,81.27,318,3
2020,1,2,18,30,13.8,61,864,346,192,336,421,65.36,74.19,323,2.9000000000000004
2020,1,2,19,30,15,63,901,782,109,482,493,61.52,68.91,329,2.7
2020,1,2,20,30,15.9,65,906,906,65,507,507,60.78,64.92,335,2.6
2020,1,2,21,30,16.3,63,887,836,76,452,462,63.24,63.230000000000004,336,2.4000000000000004
2020,1,2,22,30,16.2,57,832,832,57,361,361,68.57000000000001,63.86,334,2.1
2020,1,2,23,30,15,48,714,714,48,219,219,76.12,73.99,328,1.8
2020,1,3,0,30,13.3,26,418,418,26,61,61,85.23,81.5,324,1.8
2020,1,3,1,30,12.200000000000001,0,0,0,0,0,0,95.74000000000001,84.22,323,1.9000000000000001
2020,1,3,2,30,11.600000000000001,0,0,0,0,0,0,106.84,88.91,325,1.9000000000000001
2020,1,3,3,30,11.4,0,0,0,0,0,0,118.41,91.56,331,1.8
2020,1,3,4,30,11.5,0,0,0,0,0,0,130.23,92.27,341,1.6
2020,1,3,5,30,11.600000000000001,0,0,0,0,0,0,142,92.15,174,1.4000000000000001
2020,1,3,6,30,11.5,0,0,0,0,0,0,153.23,92.59,9,1.2000000000000002
2020,1,3,7,30,11.3,0,0,0,0,0,0,162.36,93.14,27,1
2020,1,3,8,30,10.8,0,0,0,0,0,0,164.68,95.36,45,1
2020,1,3,9,30,10.200000000000001,0,0,0,0,0,0,157.9,97.8,56,1.2000000000000002
2020,1,3,10,30,9.600000000000001,0,0,0,0,0,0,147.31,99.63,62,1.5
2020,1,3,11,30,8.9,0,0,0,0,0,0,135.7,100,62,1.8
2020,1,3,12,30,8.3,0,0,0,0,0,0,123.86,100,59,2
2020,1,3,13,30,7.800000000000001,0,0,0,0,0,0,112.14,100,57,2.3000000000000003
2020,1,3,14,30,7.6000000000000005,0,0,0,0,0,0,100.78,100,58,2.5
2020,1,3,15,30,8.4,9,111,1,7,7,10,89.54,98.06,62,2.8000000000000003
2020,1,3,16,30,9.8,40,616,151,81,107,145,80.15,90.28,68,3.1
2020,1,3,17,30,11.4,54,798,296,138,231,304,71.77,83.83,74,3.1
2020,1,3,18,30,13.100000000000001,62,877,436,167,349,428,65.32000000000001,77.48,79,2.9000000000000004
2020,1,3,19,30,14.5,65,914,821,98,490,502,61.45,72.38,86,2.3000000000000003
2020,1,3,20,30,15.5,67,920,684,145,480,518,60.68,68.42,97,1.8
2020,1,3,21,30,16,66,891,723,115,442,469,63.120000000000005,65.55,119,1.5
2020,1,3,22,30,15.8,61,831,431,142,300,367,68.43,65.91,159,1.2000000000000002
2020,1,3,23,30,14.4,50,708,487,78,196,222,75.98,76.85000000000001,206,1.1
2020,1,4,0,30,12.700000000000001,28,408,339,31,60,63,85.09,82.62,227,1.1
2020,1,4,1,30,11.600000000000001,0,0,0,0,0,0,95.60000000000001,84.95,213,1.2000000000000002
2020,1,4,2,30,11,0,0,0,0,0,0,106.7,89.37,191,1.5
2020,1,4,3,30,10.3,0,0,0,0,0,0,118.27,95.18,183,1.9000000000000001
2020,1,4,4,30,9.700000000000001,0,0,0,0,0,0,130.08,100,189,2.2
2020,1,4,5,30,9.5,0,0,0,0,0,0,141.86,100,201,2.3000000000000003
2020,1,4,6,30,9.5,0,0,0,0,0,0,153.08,100,211,2.3000000000000003
2020,1,4,7,30,9.700000000000001,0,0,0,0,0,0,162.22,100,217,2.3000000000000003
2020,1,4,8,30,9.9,0,0,0,0,0,0,164.61,100,218,2.3000000000000003
2020,1,4,9,30,10.200000000000001,0,0,0,0,0,0,157.9,100,218,2.5
2020,1,4,10,30,10.600000000000001,0,0,0,0,0,0,147.34,100,227,2.5
2020,1,4,11,30,11,0,0,0,0,0,0,135.74,100,247,2.5
2020,1,4,12,30,11.100000000000001,0,0,0,0,0,0,123.9,99.35000000000001,272,2.5
2020,1,4,13,30,10.8,0,0,0,0,0,0,112.17,99.57000000000001,291,2.5
2020,1,4,14,30,10.3,0,0,0,0,0,0,100.81,98.9,303,2.6
2020,1,4,15,30,10.4,9,79,0,5,5,10,89.55,94.57000000000001,314,2.7
2020,1,4,16,30,11.100000000000001,45,579,422,57,129,144,80.14,90.41,325,2.8000000000000003
2020,1,4,17,30,11.8,59,775,571,89,268,302,71.74,84.68,335,2.7
2020,1,4,18,30,12.600000000000001,69,857,857,69,428,428,65.26,77.5,337,2.2
2020,1,4,19,30,13.5,72,900,125,251,311,503,61.36,70.75,328,2.1
2020,1,4,20,30,13.9,72,908,908,72,518,518,60.57,68.04,318,2.3000000000000003
2020,1,4,21,30,14,69,887,475,172,388,472,62.99,67.28,315,2.4000000000000004
2020,1,4,22,30,13.8,62,832,432,143,303,370,68.29,67.91,314,2.4000000000000004
2020,1,4,23,30,12.700000000000001,52,705,434,87,193,224,75.84,73.42,311,2.2
2020,1,5,0,30,11,30,401,4,41,41,65,84.94,84.47,308,2.2
2020,1,5,1,30,9.9,0,0,0,0,0,0,95.45,88.11,307,2.4000000000000004
2020,1,5,2,30,9.4,0,0,0,0,0,0,106.55,92.87,306,2.6
2020,1,5,3,30,9,0,0,0,0,0,0,118.13,97.08,305,2.8000000000000003
2020,1,5,4,30,8.8,0,0,0,0,0,0,129.94,99.5,305,3
2020,1,5,5,30,8.5,0,0,0,0,0,0,141.71,100,305,3.1
2020,1,5,6,30,8.3,0,0,0,0,0,0,152.93,100,303,3.2
2020,1,5,7,30,8.4,0,0,0,0,0,0,162.08,100,302,3.3000000000000003
2020,1,5,8,30,8.3,0,0,0,0,0,0,164.53,99.96000000000001,304,3.5
2020,1,5,9,30,7.9,0,0,0,0,0,0,157.89000000000001,100,308,3.5
2020,1,5,10,30,7.5,0,0,0,0,0,0,147.37,100,313,3.5
2020,1,5,11,30,7.300000000000001,0,0,0,0,0,0,135.77,100,317,3.5
2020,1,5,12,30,7.1000000000000005,0,0,0,0,0,0,123.93,100,320,3.4000000000000004
2020,1,5,13,30,7.1000000000000005,0,0,0,0,0,0,112.2,100,320,3.4000000000000004
2020,1,5,14,30,7.2,0,0,0,0,0,0,100.83,100,319,3.3000000000000003
2020,1,5,15,30,8.200000000000001,9,103,21,6,6,10,89.55,95.29,317,3.3000000000000003
2020,1,5,16,30,10.200000000000001,40,604,527,48,138,144,80.13,85.81,314,3.5
2020,1,5,17,30,11.8,55,776,776,55,299,299,71.71000000000001,77.53,314,3.9000000000000004
2020,1,5,18,30,13,65,850,850,65,422,422,65.2,70.14,314,4
2020,1,5,19,30,13.700000000000001,70,881,881,70,493,493,61.27,66.45,311,3.9000000000000004
2020,1,5,20,30,14.100000000000001,72,884,884,72,508,508,60.45,64.8,309,3.8000000000000003
2020,1,5,21,30,14.200000000000001,71,856,856,71,461,461,62.86,65.06,308,3.5
