Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,327004,-,-,-,40.77,-111.9,0,1383,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2015,1,1,0,30,-15,1.3900000000000001,0.015,0.63,0,0,0,0,1,-18.1,0,0,0,0,0.293,77.07000000000001,94.18,0.85,0.8,861,0.2,47,1.2000000000000002,0.0000,0.0000
2015,1,1,1,30,-16.3,1.3800000000000001,0.016,0.63,0,0,0,0,1,-19.3,0,0,0,0,0.292,77.81,104.66,0.86,0.8,861,0.2,66,1.2000000000000002,0.0000,0.0000
2015,1,1,2,30,-17,1.3800000000000001,0.016,0.63,0,0,0,0,1,-20.400000000000002,0,0,0,0,0.291,74.57000000000001,115.69,0.86,0.8,861,0.2,76,1.3,0.0000,0.0000
2015,1,1,3,30,-17.6,1.3800000000000001,0.016,0.63,0,0,0,0,0,-21,0,0,0,0,0.29,74.95,126.99000000000001,0.86,0.8,861,0.2,81,1.3,0.0000,0.0000
2015,1,1,4,30,-18.400000000000002,1.3800000000000001,0.016,0.63,0,0,0,0,0,-21.8,0,0,0,0,0.28800000000000003,74.41,138.28,0.85,0.8,861,0.2,86,1.2000000000000002,0.0000,0.0000
2015,1,1,5,30,-19.200000000000003,1.3800000000000001,0.016,0.63,0,0,0,0,0,-23,0,0,0,0,0.28400000000000003,71.85000000000001,149.06,0.85,0.8,860,0.2,91,1.2000000000000002,0.0000,0.0000
2015,1,1,6,30,-19.6,1.37,0.017,0.63,0,0,0,0,0,-24.1,0,0,0,0,0.279,67.6,158.11,0.86,0.8,860,0.2,94,1.1,0.0000,0.0000
2015,1,1,7,30,-19.700000000000003,1.36,0.018000000000000002,0.63,0,0,0,0,0,-24.6,0,0,0,0,0.275,65.24,162.25,0.86,0.8,860,0.30000000000000004,94,1.1,0.0000,0.0000
2015,1,1,8,30,-19.3,1.35,0.019,0.63,0,0,0,0,0,-24.6,0,0,0,0,0.272,62.93,158.33,0.86,0.8,860,0.30000000000000004,97,1,0.0000,0.0000
2015,1,1,9,30,-18.3,1.35,0.018000000000000002,0.63,0,0,0,0,0,-24.200000000000003,0,0,0,0,0.27,59.72,149.37,0.85,0.8,860,0.30000000000000004,98,1,0.0000,0.0000
2015,1,1,10,30,-17.2,1.36,0.018000000000000002,0.63,0,0,0,0,0,-23.6,0,0,0,0,0.269,57.49,138.62,0.84,0.8,860,0.30000000000000004,97,1.1,0.0000,0.0000
2015,1,1,11,30,-16.5,1.37,0.017,0.63,0,0,0,0,0,-23.700000000000003,0,0,0,0,0.268,53.85,127.33,0.84,0.8,859,0.30000000000000004,93,1,0.0000,0.0000
2015,1,1,12,30,-16,1.3800000000000001,0.016,0.63,0,0,0,0,0,-24,0,0,0,0,0.266,50.01,116.02,0.8300000000000001,0.8,859,0.30000000000000004,87,0.8,0.0000,0.0000
2015,1,1,13,30,-15.9,1.4000000000000001,0.015,0.63,0,0,0,0,0,-24.3,0,0,0,0,0.263,48.550000000000004,104.97,0.8200000000000001,0.8,860,0.30000000000000004,89,0.7000000000000001,0.0000,0.0000
2015,1,1,14,30,-16,1.41,0.015,0.63,0,0,0,0,1,-24.6,0,0,0,0,0.261,47.75,94.46000000000001,0.81,0.8,860,0.30000000000000004,106,0.6000000000000001,0.0000,0.0000
2015,1,1,15,30,-15.3,1.43,0.014,0.63,24,596,80,0,0,-24.700000000000003,24,596,0,80,0.26,44.49,84.65,0.81,0.8,860,0.30000000000000004,122,0.6000000000000001,0.0000,0.0000
2015,1,1,16,30,-13.4,1.44,0.014,0.63,42,857,244,0,0,-23.8,42,857,0,244,0.26,41.11,76.31,0.81,0.8,861,0.2,160,0.5,11.8035,9.0493
2015,1,1,17,30,-10.9,1.45,0.014,0.63,51,937,377,0,1,-19.700000000000003,51,937,0,377,0.26,48.13,69.65,0.81,0.8,861,0.30000000000000004,231,0.8,19.3603,14.9990
2015,1,1,18,30,-9.200000000000001,1.46,0.015,0.63,58,979,467,0,1,-16.1,58,979,0,467,0.26,57.07,65.28,0.81,0.8,861,0.30000000000000004,276,1.4000000000000001,24.8572,19.3436
2015,1,1,19,30,-8.1,1.47,0.016,0.63,61,990,499,0,0,-13.9,61,990,0,499,0.26,62.95,63.72,0.8200000000000001,0.8,861,0.30000000000000004,283,1.7000000000000002,26.8620,20.9297
2015,1,1,20,30,-7.300000000000001,1.48,0.017,0.63,60,977,471,0,0,-12.8,60,977,0,471,0.26,64.76,65.16,0.8300000000000001,0.8,861,0.30000000000000004,282,1.5,25.0926,19.5288
2015,1,1,21,30,-7.1000000000000005,1.47,0.018000000000000002,0.63,55,920,379,0,0,-12.200000000000001,55,920,0,379,0.26,66.7,69.42,0.84,0.8,861,0.4,270,1.1,19.5026,15.1134
